Issue ID,Issue,Issue description,#Comments,Reported date,Fixed date,DateDiff(Days),Issue Type,Priority,#Contributors
MDL-43641,Some moodle dialogs are positioned on not centred when they shoudl be,"When you click the cancel link during the backup or the restore steps it appears a modal dialog to confirm that you want to cancel the process; it used to be located in the center of the screen and now it is appearing in the top-left corner.

I've reproduced it using chrome and firefox, in 26 and master stable and integration.",10,10/1/2014,14/2/2014,35,Bug,Minor,7
MDL-43785,Syntax Error instead of session timeout warning from AJAX_SCRIPT renderer,"I was opening the ""Site Administration"" disclosure triangle (within the docked Administration block) from a page that I had left open yesterday (so session was expired).",32,21/1/2014,31/7/2015,556,Bug,Minor,8
MDL-43838,"When bootstrap window is small the login link isn't available, crippling behat tests","Steps to reproduce (I did this in chrome)

* Force theme to clean in config.php
* When tests are running resize your browser window so that the login/username link in top right disappears and instead you get the 'hamburger icon' (in my environment this was only 1000px)
* Note that next time behat tries to login or logout, behat is stuck.. it can't find the login link and the steps fail.

Its actually not that wide a window required - I noticed this problem because my browser window opened at a size that caused all the steps to fail.",17,24/1/2014,14/2/2014,21,Bug,Minor,8
MDL-43884,$DB->get_tables() returns empty array for external databases.,"For external databases we pass $db->prefix as false while connecting, where as in get_tables() we have the following check:-
{code}
if ($this->prefix !== '')
{code}

This results in empty result as the above condition is never met and the driver considers $prefix to be a valid prefix.

I have noticed this in PGSQL, but this could be a bug with other drivers too.",8,28/1/2014,7/2/2014,10,Bug,Minor,6
MDL-43898,Unable to reposition blocks on mod/lesson/continue.php page,"When on the mod/lesson/continue.php page, any attempt to change the position of a block through the block configuration page using the Region setting will fail.

This is because the database record in mdl_block_positions is set to a page type of ""mod-lesson-view"", when the page context when visiting the page is ""mod-lesson-continue""

This error is caused by line 172 of mod/lesson/continue.php

$PAGE->set_url('/mod/lesson/view.php', array('id' => $cm->id, 'pageid' => $page->id));

I'm guessing that the reason for this line is to prevent a user being redirected back to this page after login.

In order to have a page context that is the same as this URL setting, I propose changing the page context on continue.php to ""mod-lesson-view"".  This fixes the above problem.",14,29/1/2014,16/1/2015,352,Bug,Minor,8
MDL-43966,Write transition guide for events and logging,"A docs page for developers is needed to describe how to replace the current use of add_to_log() with event triggers.

http://docs.moodle.org/dev/Migrating_logging_calls_in_plugins",26,4/2/2014,14/3/2014,38,Task,Major,10
MDL-44027,"Group autogroup passes ""xx"" as the attributes for a button","I'm assuming this is just a typo, or a placeholder that someone forgot.

https://github.com/moodle/moodle/blob/master/group/autogroup_form.php#L138

The 'xx' at the end should either be an array of html attributes, or a string containing the same (e.g. ""class=something"").

In this case I think it can just be deleted.
",6,7/2/2014,23/5/2014,105,Bug,Minor,7
MDL-44063,Atto should start new content in a paragraph tag by default.,"Currently, Atto does not insert anything in an empty text area, this works OK - but browsers will use divs by default, it would be better to make the default a paragraph (more semantic).

We can do this easily by inserting <p></p> in init if there is no text and removing <p></p> on clean_html if it is the only thing in the div.
",10,10/2/2014,10/3/2014,28,Bug,Blocker,4
MDL-44079,Pressing escape in nested modal dialogues should only close the top dialogue,"If you open a filepicker, search for and preview a file, then press escape, all modals are closed instead of just the top one.",12,11/2/2014,21/2/2014,10,Bug,Minor,7
MDL-44083,Atto has wrong icons for screenreader helper and accessibility checker,"There is no existing useful icon for these things.

Suggestions:

Accessibility checker:
http://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Gnome-preferences-desktop-accessibility2.svg/40px-Gnome-preferences-desktop-accessibility2.svg.png

Screenreader:
http://html.orange-idea.com/valera-wp/wp-content/themes/valera/assets/img/plus.png
",9,11/2/2014,11/3/2014,28,Bug,Critical,6
MDL-44095,theme notes refer to core_maintenance_renderer not core_renderer_maintenance,"This file:

https://github.com/moodle/moodle/blob/master/theme/upgrade.txt

has several references to core_maintenance_renderer:

* core_maintenance_renderer::block
* core_maintenance_renderer::blocks
* core_maintenance_renderer::blocks_for_regions
* core_maintenance_renderer::course_header
* core_maintenance_renderer::course_footer
* core_maintenance_renderer::course_content_header
* core_maintenance_renderer::course_content_footer
* core_maintenance_renderer::custom_menu
* core_maintenance_renderer::file_picker
* core_maintenance_renderer::htmllize_file_tree
* core_maintenance_renderer::lang_menu
* core_maintenance_renderer::login_info
* core_maintenance_renderer::user_picture

but it's actually core_renderer_maintenance, which confused me when I was searching for it.",19,12/2/2014,14/3/2014,30,Bug,Minor,8
MDL-44148,portfolio_plugin_base::set_user_config doesn't return a value; erroneous error message on user option save,"As per topic; set_user_config (lib/portfolio/plugin.php:604) doesn't have a codepath that returns a value, as far as I can see. In three out of the four places it's called in base Moodle 2.6.1 the return value isn't actually used, but it *is* expected and used in one, with unfortunate consequences - if a portfolio plugin is user-configurable, an instancenotsaved error message is thrown when saving configuration data despite db writes succeeding.

REPRODUCTION STEPS:
- Install a user-configurable portfolio plugin, e.g. https://github.com/jethac/moodle-wordpress-publish
- Enable portfolios, and set up an instance of your plugin.
- As a regular user, attempt to configure your portfolio (Administration -> My profile settings -> Portfolios -> Configure; click the wrench next to the name of your plugin).
- Submit a save request.

WHAT I EXPECTED:
I expected to see a ""Portfolio saved successfully"" message, and then to be redirected back to Administration -> My profile settings -> Portfolios -> Configure

WHAT ACTUALLY HAPPENS:
The data submitted is successfully saved / updated in the database (I used pgAdmin to inspect), but an erroneous instancenotsaved message is displayed.",17,14/2/2014,20/3/2014,34,Bug,Minor,5
MDL-44168,remove border=1 from device detection regex table,"There's a border=1 set on the device detection regex table in admin -> theme settings:

/moodle/admin/settings.php?section=themesettings

This isn't usually visible because Moodle includes YUI CSS that add a border to every single td and th, and then Moodle CSS fixes that by including CSS that removes borders from every single td and th.

The Bootstrapbase/Clean theme doesn't use the YUI CSS, and has removed the workaround that removes all borders from tables (in order to fix MDL-27774) and now you get the border=1 on this table showing through again.

When looking at this I noticed that the code to write out this table has a another bug. Normally the first row has r0 and r1 alternating, while each cell is c0, then c1, then c2 etc. This code adds c0 to each cell on the first row, c1 to each cell on the second row, c2 on each cell on the third row etc.

I don't know if it's worth messing with, I don't think it has any actual effect, but I thought I'd note it anyway.",14,14/2/2014,28/2/2014,14,Bug,Minor,6
MDL-44193,Afterburner - unify @package and improve coding style.,This issue tracks improving coding style and unifying @package use in the Afterburner theme.,4,17/2/2014,21/2/2014,4,Sub-task,Trivial,3
MDL-44228,Atto: Being able to see the list of plugins available in the settings UI,"Being able to see the list of plugins available in the settings UI. See TinyMCE for an example.
",6,17/2/2014,28/2/2014,11,Bug,Blocker,4
MDL-44304,"Trainer can not access grading view (ERROR: null value in column ""attemptnumber"" violates not-null constraint)","One of our trainers can not access to the assignment submission when he uses ""action=grading"". And even administrators get the same error!

I didn't searched on this issue until now, but hopefully I can do it later on. It's just weird, that moodle tries to insert a record just by viewing an assignment...

{code:title=Debug info}
ERROR: null value in column ""attemptnumber"" violates not-null constraint
INSERT INTO assign_grades (assignment,userid,timecreated,timemodified,grade,grader,attemptnumber) VALUES($1,$2,$3,$4,$5,$6,$7) RETURNING id
[array (
   'assignment' => '590',
   'userid' => '223',
   'timecreated' => 1392977454,
   'timemodified' => 1392977454,
   'grade' => -1,
   'grader' => '2',
   'attemptnumber' => NULL,
)]
{code}
{code:title=Error code}
dmlwriteexception
{code}
{code:title=Stack trace}
line 444 of /lib/dml/moodle_database.php: dml_write_exception thrown
line 239 of /lib/dml/pgsql_native_moodle_database.php: call to moodle_database->query_end()
line 848 of /lib/dml/pgsql_native_moodle_database.php: call to pgsql_native_moodle_database->query_end()
line 900 of /lib/dml/pgsql_native_moodle_database.php: call to pgsql_native_moodle_database->insert_record_raw()
line 2660 of /mod/assign/locallib.php: call to pgsql_native_moodle_database->insert_record()
line 588 of /mod/assign/feedback/editpdf/classes/document_services.php: call to assign->get_user_grade()
line 66 of /mod/assign/feedback/editpdf/locallib.php: call to assignfeedback_editpdf\document_services::get_feedback_document()
line 225 of /mod/assign/feedback/editpdf/locallib.php: call to assign_feedback_editpdf->get_widget()
line 205 of /mod/assign/feedback/editpdf/locallib.php: call to assign_feedback_editpdf->view()
line 1097 of /mod/assign/gradingtable.php: call to assign_feedback_editpdf->view_summary()
line 1206 of /mod/assign/gradingtable.php: call to assign_grading_table->format_plugin_summary_with_link()
line 729 of /lib/tablelib.php: call to assign_grading_table->other_cols()
line 433 of /mod/assign/gradingtable.php: call to flexible_table->format_row()
line 1330 of /lib/tablelib.php: call to assign_grading_table->format_row()
line 1442 of /lib/tablelib.php: call to table_sql->build_table()
line 1185 of /mod/assign/renderer.php: call to table_sql->out()
line 981 of /mod/assign/renderer.php: call to mod_assign_renderer->flexible_table()
line 221 of /lib/outputrenderers.php: call to mod_assign_renderer->render_assign_grading_table()
line 3068 of /mod/assign/locallib.php: call to plugin_renderer_base->render()
line 3107 of /mod/assign/locallib.php: call to assign->view_grading_table()
line 505 of /mod/assign/locallib.php: call to assign->view_grading_page()
line 53 of /mod/assign/view.php: call to assign->view()
{code}",33,21/2/2014,12/9/2014,203,Bug,Major,12
